;feature;AUC;best_th_sensitivity;best_th_specificity;best_th_acc
69;PDC_beta_SLEEP_AVGCC;0.6393939393939393;0.9090909090909091;0.4;0.7027027027027027
70;PDC_broadband_SLEEP_GE;0.703030303030303;0.5909090909090909;0.8666666666666667;0.7027027027027027
71;PDC_broadband_SLEEP_GRC;0.5272727272727273;0.6363636363636364;0.6;0.6216216216216216
72;PDC_broadband_SLEEP_MOD;0.5363636363636364;0.45454545454545453;0.8666666666666667;0.6216216216216216
73;PDC_broadband_SLEEP_DA;0.6121212121212122;0.4090909090909091;0.8;0.5675675675675675
74;PDC_broadband_SLEEP_AVGCC;0.7242424242424242;0.6818181818181818;0.7333333333333334;0.7027027027027027
75;PDC_delta_AWAKE_GE;0.5;0.6818181818181818;0.4666666666666667;0.5945945945945946
76;PDC_delta_AWAKE_GRC;0.4606060606060606;0.5909090909090909;0.4;0.5135135135135135
77;PDC_delta_AWAKE_MOD;0.5363636363636363;0.7272727272727273;0.4666666666666667;0.6216216216216216
78;PDC_delta_AWAKE_DA;0.5545454545454546;0.7272727272727273;0.4666666666666667;0.6216216216216216
79;PDC_delta_AWAKE_AVGCC;0.5272727272727273;0.5;0.6666666666666667;0.5675675675675675
80;PDC_theta_AWAKE_GE;0.5424242424242424;0.7272727272727273;0.4666666666666667;0.6216216216216216
81;PDC_theta_AWAKE_GRC;0.6272727272727273;0.5454545454545454;0.7333333333333334;0.6216216216216216
82;PDC_theta_AWAKE_MOD;0.6909090909090908;0.5909090909090909;0.8;0.6756756756756757
83;PDC_theta_AWAKE_DA;0.5515151515151515;0.6363636363636364;0.5333333333333333;0.5945945945945946
84;PDC_theta_AWAKE_AVGCC;0.5121212121212121;0.45454545454545453;0.6;0.5135135135135135
85;PDC_alpha_AWAKE_GE;0.5151515151515151;0.5454545454545454;0.5333333333333333;0.5405405405405406
86;PDC_alpha_AWAKE_GRC;0.4696969696969697;0.9545454545454546;0.2666666666666667;0.6756756756756757
87;PDC_alpha_AWAKE_MOD;0.6484848484848484;0.6818181818181818;0.6;0.6486486486486487
88;PDC_alpha_AWAKE_DA;0.5484848484848485;0.6818181818181818;0.5333333333333333;0.6216216216216216
89;PDC_alpha_AWAKE_AVGCC;0.5151515151515152;0.36363636363636365;0.8;0.5405405405405406
90;PDC_beta_AWAKE_GE;0.496969696969697;0.5;0.5333333333333333;0.5135135135135135
91;PDC_beta_AWAKE_GRC;0.5666666666666667;0.7272727272727273;0.5333333333333333;0.6486486486486487
92;PDC_beta_AWAKE_MOD;0.6060606060606061;0.6363636363636364;0.6;0.6216216216216216
93;PDC_beta_AWAKE_DA;0.5393939393939393;0.5;0.7333333333333334;0.5945945945945946
94;PDC_beta_AWAKE_AVGCC;0.5212121212121212;0.6363636363636364;0.5333333333333333;0.5945945945945946
95;PDC_broadband_AWAKE_GE;0.503030303030303;0.5909090909090909;0.4666666666666667;0.5405405405405406
96;PDC_broadband_AWAKE_GRC;0.46060606060606063;0.4090909090909091;0.6;0.4864864864864865
97;PDC_broadband_AWAKE_MOD;0.6454545454545454;0.6363636363636364;0.6666666666666667;0.6486486486486487
98;PDC_broadband_AWAKE_DA;0.5454545454545454;0.5454545454545454;0.7333333333333334;0.6216216216216216
99;PDC_broadband_AWAKE_AVGCC;0.5181818181818182;0.6818181818181818;0.4666666666666667;0.5945945945945946
