;feature;AUC;best_th_sensitivity;best_th_specificity;best_th_acc
68;DTF_theta_AWAKE_GRC;0.5393939393939393;0.45454545454545453;0.7333333333333334;0.5675675675675675
69;DTF_theta_AWAKE_GE;0.5393939393939393;0.4090909090909091;0.7333333333333334;0.5405405405405406
70;DTF_delta_AWAKE_GE;0.5393939393939393;0.3181818181818182;0.9333333333333333;0.5675675675675675
71;PDC_broadband_SLEEP_MOD;0.5363636363636364;0.45454545454545453;0.8666666666666667;0.6216216216216216
72;PDC_delta_AWAKE_MOD;0.5363636363636363;0.7272727272727273;0.4666666666666667;0.6216216216216216
73;PDC_alpha_SLEEP_MOD;0.5333333333333333;0.45454545454545453;0.7333333333333334;0.5675675675675675
74;DTF_beta_SLEEP_AVGCC;0.5333333333333333;0.8181818181818182;0.4;0.6486486486486487
75;DTF_beta_SLEEP_DA;0.5303030303030303;0.6363636363636364;0.5333333333333333;0.5945945945945946
76;DTF_alpha_AWAKE_MOD;0.5303030303030303;0.5;0.6666666666666667;0.5675675675675675
77;PDC_delta_AWAKE_AVGCC;0.5272727272727273;0.5;0.6666666666666667;0.5675675675675675
78;DTF_alpha_SLEEP_GE;0.5272727272727273;0.6818181818181818;0.4666666666666667;0.5945945945945946
79;PDC_broadband_SLEEP_GRC;0.5272727272727273;0.6363636363636364;0.6;0.6216216216216216
80;PDC_beta_AWAKE_AVGCC;0.5212121212121212;0.6363636363636364;0.5333333333333333;0.5945945945945946
81;DTF_broadband_SLEEP_AVGCC;0.5212121212121212;0.7727272727272727;0.4666666666666667;0.6486486486486487
82;PDC_broadband_AWAKE_AVGCC;0.5181818181818182;0.6818181818181818;0.4666666666666667;0.5945945945945946
83;PDC_alpha_AWAKE_AVGCC;0.5151515151515152;0.36363636363636365;0.8;0.5405405405405406
84;PDC_alpha_AWAKE_GE;0.5151515151515151;0.5454545454545454;0.5333333333333333;0.5405405405405406
85;PDC_delta_SLEEP_MOD;0.5151515151515151;0.7727272727272727;0.33333333333333337;0.5945945945945946
86;PDC_delta_SLEEP_GRC;0.5121212121212122;0.6363636363636364;0.4666666666666667;0.5675675675675675
87;PDC_theta_AWAKE_AVGCC;0.5121212121212121;0.45454545454545453;0.6;0.5135135135135135
88;DTF_broadband_SLEEP_DA;0.503030303030303;0.5909090909090909;0.5333333333333333;0.5675675675675675
89;PDC_broadband_AWAKE_GE;0.503030303030303;0.5909090909090909;0.4666666666666667;0.5405405405405406
90;PDC_delta_AWAKE_GE;0.5;0.6818181818181818;0.4666666666666667;0.5945945945945946
91;PDC_beta_AWAKE_GE;0.496969696969697;0.5;0.5333333333333333;0.5135135135135135
92;PDC_alpha_SLEEP_GRC;0.49393939393939396;0.45454545454545453;0.6666666666666667;0.5405405405405406
93;DTF_alpha_SLEEP_GRC;0.4757575757575759;0.45454545454545453;0.6;0.5135135135135135
94;DTF_theta_SLEEP_GE;0.4696969696969697;0.7272727272727273;0.4;0.5945945945945946
95;PDC_alpha_AWAKE_GRC;0.4696969696969697;0.9545454545454546;0.2666666666666667;0.6756756756756757
96;DTF_theta_AWAKE_MOD;0.46969696969696967;0.4090909090909091;0.6;0.4864864864864865
97;PDC_theta_SLEEP_GE;0.4636363636363636;0.4090909090909091;0.6;0.4864864864864865
98;PDC_broadband_AWAKE_GRC;0.46060606060606063;0.4090909090909091;0.6;0.4864864864864865
99;PDC_delta_AWAKE_GRC;0.4606060606060606;0.5909090909090909;0.4;0.5135135135135135
