;feature;AUC;best_th_sensitivity;best_th_specificity;best_th_acc
90;DTF_theta_SLEEP_MOD;0.49696969696969695;0.9545454545454546;0.33333333333333337;0.7027027027027027
91;DTF_beta_SLEEP_DA;0.49393939393939396;0.5;0.6;0.5405405405405406
92;PDC_beta_AWAKE_GE;0.4878787878787879;0.4090909090909091;0.6;0.4864864864864865
93;PDC_theta_SLEEP_MOD;0.48484848484848486;0.5;0.6666666666666667;0.5675675675675675
94;PDC_delta_AWAKE_GE;0.4696969696969697;0.45454545454545453;0.5333333333333333;0.4864864864864865
95;PDC_beta_AWAKE_DA;0.4363636363636364;0.4090909090909091;0.5333333333333333;0.4594594594594595
96;PDC_broadband_AWAKE_DA;0.43636363636363634;0.6363636363636364;0.33333333333333337;0.5135135135135135
97;PDC_theta_AWAKE_DA;0.4333333333333333;0.2727272727272727;0.8;0.4864864864864865
98;PDC_delta_AWAKE_DA;0.42121212121212126;0.6818181818181818;0.33333333333333337;0.5405405405405406
99;PDC_alpha_AWAKE_DA;0.4212121212121212;0.2727272727272727;0.8;0.4864864864864865
